timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778230050637,3832,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-24,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3829,0,3468
1778230051638,2830,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-34,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2829,0,2440
1778230051938,2531,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-37,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2525,0,2129
1778230050936,3533,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-27,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3527,0,3106
1778230050538,3930,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-23,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3927,0,3514
1778230051137,3332,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-29,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3329,0,2936
1778230049937,4531,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-17,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4526,0,4129
1778230048837,5632,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-6,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5629,0,5227
1778230051836,2633,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-36,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2627,0,2230
1778230049037,5431,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-8,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5428,0,5009
1778230050737,3731,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-25,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3726,0,3305
1778230051538,2931,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-33,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2925,0,2537
1778230049238,5231,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-10,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5225,0,4813
1778230052338,2131,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-41,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2128,0,1730
1778230048937,5531,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-7,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5526,0,5147
1778230053038,1468,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-48,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1468,0,1060
1778230049537,4969,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-13,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4969,0,4553
1778230053837,677,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-56,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,677,0,190
