timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778233759119,2219,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-38,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2214,0,1986
1778233760319,1036,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-50,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1036,0,785
1778233760219,1270,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-49,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1270,0,887
1778233756120,5369,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-8,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5369,0,4985
1778233760719,773,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-54,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,773,0,386
1778233758320,3172,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-30,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3172,0,2785
1778233755538,5954,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-1,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5954,0,5565
1778233759519,1973,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-42,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1973,0,1586
1778233758220,3273,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-29,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3273,0,2883
1778233759219,2271,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-39,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2271,0,1884
1778233759820,1671,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-45,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1671,0,1305
1778233756320,5171,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-10,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5171,0,4802
1778233758820,2673,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-35,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2673,0,2289
1778233755620,5877,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-3,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5877,0,5503
1778233756519,4976,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-12,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4976,0,4606
1778233755720,5771,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-4,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5771,0,5395
1778233756620,4880,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-13,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4880,0,4488
1778233758520,3030,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-32,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3030,0,2598
1778233758919,2631,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-36,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2631,0,2199
1778233760620,930,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-53,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,930,0,508
1778233756419,5135,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-11,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5135,0,4696
1778233757320,4235,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-20,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4235,0,3791
1778233756220,5336,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-9,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5336,0,4895
1778233756720,4836,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-14,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4836,0,4409
1778233758119,3433,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-28,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3433,0,3009
1778233758420,3132,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-31,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3132,0,2696
1778233759420,2133,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-41,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2133,0,1695
1778233757019,4539,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-17,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4539,0,4094
1778233759020,2533,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-37,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2533,0,2095
1778233757520,4032,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-22,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4032,0,3593
1778233759919,1637,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-46,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1637,0,1187
1778233757919,3635,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-26,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3635,0,3192
1778233757720,3835,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-24,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3835,0,3390
1778233756920,4643,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-16,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4643,0,4193
1778233757120,4443,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-18,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4443,0,3994
1778233758719,2845,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-34,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2845,0,2410
1778233760420,1143,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-51,,true,,576,445,62,62,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1143,0,685
