timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778233485767,5460,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-5,,true,,576,445,59,59,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5457,0,5322
1778233489567,1660,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-43,,true,,576,445,59,59,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1655,0,1511
1778233489467,1760,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-42,,true,,576,445,59,59,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,1755,0,1581
1778233490765,462,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-55,,true,,576,445,59,59,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,459,0,311
1778233486766,4461,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-15,,true,,576,445,59,59,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4457,0,4316
1778233490667,560,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-54,,true,,576,445,59,59,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,555,0,410
1778233488667,2560,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-34,,true,,576,445,59,59,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2557,0,2423
1778233485966,5261,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-7,,true,,576,445,59,59,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5256,0,5122
1778233486669,4672,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-14,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4672,0,4418
1778233488465,2876,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-32,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2876,0,2626
1778233487367,3974,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-21,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3974,0,3706
1778233488267,3076,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-30,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3076,0,2778
1778233487167,4177,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-19,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4177,0,3926
1778233488966,2376,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-37,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2376,0,2127
1778233485867,5476,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-6,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5476,0,5221
1778233486868,4479,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-16,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4479,0,4224
1778233487868,3479,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-26,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3479,0,3214
1778233488867,2477,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-36,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2477,0,2228
1778233490370,979,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-51,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,979,0,725
1778233486168,5178,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-9,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5178,0,4911
1778233489168,2182,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-39,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2182,0,1913
1778233490867,477,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-56,,true,,576,445,60,60,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,477,0,224
1778233489067,2329,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-38,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2329,0,2066
1778233488367,3029,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-31,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3029,0,2750
1778233485474,5926,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-1,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5926,0,5636
1778233488067,3333,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-28,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3333,0,3052
1778233489267,2134,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-40,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2134,0,1856
1778233486467,4937,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-12,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4937,0,4636
1778233487466,3935,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-22,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3935,0,3652
1778233488169,3232,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-29,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3232,0,2940
1778233485568,5839,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-3,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5839,0,5532
1778233487067,4340,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-18,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4340,0,4035
1778233487267,4140,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-20,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4140,0,3857
1778233488567,2836,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-33,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,2836,0,2555
1778233486565,4842,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-13,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,4842,0,4573
1778233487967,3438,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-27,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3438,0,3160
1778233486267,5146,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-10,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,5146,0,4866
1778233487767,3649,OIDC Login,302,Found,Lanzamiento LTI 1.3 1-25,,true,,576,445,61,61,https://tpm.l.fjfj.es/tool-provider-manager/oidc_login,3649,0,3316
